Kettai,07-05-2023,15:51:00,08-05-2023,14:40:00
Moolam,08-05-2023,14:40:00,09-05-2023,13:15:00
Pooradam,09-05-2023,13:15:00,10-05-2023,11:42:00
Uthiradam,10-05-2023,11:42:00,11-05-2023,10:07:00
Thiruvonam,11-05-2023,10:07:00,12-05-2023,08:33:00
Avittam,12-05-2023,08:33:00,13-05-2023,07:05:00
Sathayam,13-05-2023,07:05:00,14-05-2023,05:46:00
Poorattathi,13-05-2023,07:05:00,15-05-2023,04:38:00
Uthirattathi,14-05-2023,05:46:00,16-05-2023,03:45:00
Revathi,16-05-2023,03:45:00,17-05-2023,03:09:00
Aswini,17-05-2023,03:09:00,18-05-2023,02:52:00
Bharani,18-05-2023,02:52:00,19-05-2023,02:59:00
Karthigai,19-05-2023,02:59:00,20-05-2023,03:33:00
Rohini,20-05-2023,03:33:00,21-05-2023,04:35:00
Mirugasirisham,21-05-2023,04:35:00,22-05-2023,00:00:00
Mirugasirisham,22-05-2023,00:00:00,22-05-2023,06:07:00
Thiruvathirai,22-05-2023,06:07:00,23-05-2023,08:09:00
Punarpoosam,23-05-2023,08:09:00,24-05-2023,10:36:00
Poosam,24-05-2023,10:36:00,25-05-2023,13:24:00
Ayilyam,25-05-2023,13:24:00,26-05-2023,16:20:00
Magam,26-05-2023,16:20:00,27-05-2023,19:13:00
Pooram,27-05-2023,19:13:00,28-05-2023,21:50:00
Uthiram,28-05-2023,21:50:00,29-05-2023,23:59:00
Hastham,29-05-2023,23:59:00,31-05-2023,01:30:00
Chithirai,31-05-2023,01:30:00,01-06-2023,02:18:00
Swathi,01-06-2023,02:18:00,02-06-2023,02:23:00
Visakam,02-06-2023,02:23:00,03-06-2023,01:46:00
Anusham,03-06-2023,01:46:00,04-06-2023,00:33:00
Kettai,04-06-2023,00:33:00,04-06-2023,22:53:00
Moolam,04-06-2023,22:53:00,05-06-2023,20:53:00
Pooradam,05-06-2023,20:53:00,06-06-2023,18:43:00
Uthiradam,06-06-2023,18:43:00,07-06-2023,16:32:00
Thiruvonam,07-06-2023,16:32:00,08-06-2023,14:29:00
Avittam,08-06-2023,14:29:00,09-06-2023,12:39:00
Sathayam,09-06-2023,12:39:00,10-06-2023,11:09:00
Poorattathi,10-06-2023,11:09:00,11-06-2023,10:02:00
Uthirattathi,11-06-2023,10:02:00,12-06-2023,09:19:00
Revathi,12-06-2023,09:19:00,13-06-2023,09:02:00
Aswini,13-06-2023,09:02:00,14-06-2023,09:10:00
Bharani,14-06-2023,09:10:00,15-06-2023,09:42:00
Karthigai,15-06-2023,09:42:00,16-06-2023,10:37:00
Rohini,16-06-2023,10:37:00,17-06-2023,11:55:00
Mirugasirisham,17-06-2023,11:55:00,18-06-2023,13:36:00
Thiruvathirai,18-06-2023,13:36:00,19-06-2023,15:41:00
Punarpoosam,19-06-2023,15:41:00,20-06-2023,18:07:00
Poosam,20-06-2023,18:07:00,21-06-2023,20:51:00
Ayilyam,21-06-2023,20:51:00,22-06-2023,23:48:00
Magam,22-06-2023,23:48:00,24-06-2023,02:49:00
Pooram,24-06-2023,02:49:00,25-06-2023,00:00:00
Pooram,25-06-2023,00:00:00,25-06-2023,05:41:00
Uthiram,25-06-2023,05:41:00,26-06-2023,08:14:00
Hastham,26-06-2023,08:14:00,27-06-2023,10:13:00
Chithirai,27-06-2023,10:13:00,28-06-2023,11:31:00
Swathi,28-06-2023,11:31:00,29-06-2023,12:00:00
Visakam,29-06-2023,12:00:00,30-06-2023,11:40:00
Anusham,30-06-2023,11:40:00,01-07-2023,10:34:00
Kettai,01-07-2023,10:34:00,02-07-2023,08:48:00
Moolam,02-07-2023,08:48:00,03-07-2023,06:32:00
Pooradam,02-07-2023,08:48:00,04-07-2023,03:55:00
Uthiradam,03-07-2023,06:32:00,05-07-2023,01:09:00
Thiruvonam,05-07-2023,01:09:00,05-07-2023,22:26:00
Avittam,01-01-0001,00:00:00,06-07-2023,19:55:00
Sathayam,06-07-2023,19:55:00,07-07-2023,17:46:00
Poorattathi,07-07-2023,17:46:00,08-07-2023,16:06:00
Uthirattathi,08-07-2023,16:06:00,09-07-2023,14:59:00
Revathi,09-07-2023,14:59:00,10-07-2023,14:29:00
Aswini,10-07-2023,14:29:00,11-07-2023,14:34:00
Bharani,11-07-2023,14:34:00,12-07-2023,15:13:00
Karthigai,12-07-2023,15:13:00,13-07-2023,16:22:00
Rohini,13-07-2023,16:22:00,14-07-2023,17:57:00
Mirugasirisham,14-07-2023,17:57:00,15-07-2023,19:53:00
Thiruvathirai,15-07-2023,19:53:00,16-07-2023,22:09:00
Punarpoosam,16-07-2023,22:09:00,18-07-2023,00:41:00
Poosam,18-07-2023,00:41:00,19-07-2023,03:28:00
Ayilyam,19-07-2023,03:28:00,20-07-2023,00:00:00
Ayilyam,20-07-2023,00:00:00,20-07-2023,06:25:00
Magam,20-07-2023,06:25:00,21-07-2023,09:28:00
Pooram,21-07-2023,09:28:00,22-07-2023,12:28:00
Uthiram,22-07-2023,12:28:00,23-07-2023,15:17:00
Hastham,23-07-2023,15:17:00,24-07-2023,17:42:00
Chithirai,24-07-2023,17:42:00,25-07-2023,19:33:00
Swathi,25-07-2023,19:33:00,26-07-2023,20:40:00
Visakam,26-07-2023,20:40:00,27-07-2023,20:58:00
Anusham,27-07-2023,20:58:00,28-07-2023,20:25:00
Kettai,28-07-2023,20:25:00,29-07-2023,19:05:00
Moolam,29-07-2023,19:05:00,30-07-2023,17:02:00
Pooradam,30-07-2023,17:02:00,31-07-2023,14:28:00
Uthiradam,31-07-2023,14:28:00,01-08-2023,11:33:00
Thiruvonam,01-08-2023,11:33:00,02-08-2023,08:28:00
Avittam,01-08-2023,11:33:00,03-08-2023,05:26:00
Sathayam,02-08-2023,08:28:00,04-08-2023,02:38:00
Poorattathi,04-08-2023,02:38:00,05-08-2023,00:14:00
Uthirattathi,05-08-2023,00:14:00,05-08-2023,22:24:00
Revathi,05-08-2023,22:24:00,06-08-2023,21:13:00
Aswini,06-08-2023,21:13:00,07-08-2023,20:46:00
Bharani,07-08-2023,20:46:00,08-08-2023,21:02:00
Karthigai,08-08-2023,21:02:00,09-08-2023,21:59:00
Rohini,09-08-2023,21:59:00,10-08-2023,23:31:00
Mirugasirisham,10-08-2023,23:31:00,12-08-2023,01:32:00
Thiruvathirai,12-08-2023,01:32:00,13-08-2023,03:56:00
Punarpoosam,13-08-2023,03:56:00,14-08-2023,00:00:00
Punarpoosam,14-08-2023,00:00:00,14-08-2023,06:37:00
Poosam,14-08-2023,06:37:00,15-08-2023,09:29:00
Ayilyam,15-08-2023,09:29:00,16-08-2023,12:27:00
Magam,16-08-2023,12:27:00,17-08-2023,15:28:00
Pooram,17-08-2023,15:28:00,18-08-2023,18:27:00
Uthiram,18-08-2023,18:27:00,19-08-2023,21:17:00
Hastham,19-08-2023,21:17:00,20-08-2023,23:52:00
Chithirai,20-08-2023,23:52:00,22-08-2023,02:01:00
Swathi,22-08-2023,02:01:00,23-08-2023,03:38:00
Visakam,23-08-2023,03:38:00,24-08-2023,04:34:00
Anusham,24-08-2023,04:34:00,25-08-2023,04:44:00
Kettai,25-08-2023,04:44:00,26-08-2023,04:07:00
Moolam,26-08-2023,04:07:00,27-08-2023,02:46:00
Pooradam,27-08-2023,02:46:00,28-08-2023,00:45:00
Uthiradam,28-08-2023,00:45:00,28-08-2023,22:13:00
Thiruvonam,28-08-2023,22:13:00,29-08-2023,19:20:00
Avittam,29-08-2023,19:20:00,30-08-2023,16:17:00
Sathayam,30-08-2023,16:17:00,31-08-2023,13:15:00
Poorattathi,31-08-2023,13:15:00,01-09-2023,10:26:00
Uthirattathi,01-09-2023,10:26:00,02-09-2023,08:00:00
Revathi,01-09-2023,10:26:00,03-09-2023,06:08:00
Aswini,02-09-2023,08:00:00,04-09-2023,04:56:00
Bharani,04-09-2023,04:56:00,05-09-2023,04:30:00
Karthigai,05-09-2023,04:30:00,06-09-2023,04:50:00
Rohini,06-09-2023,04:50:00,07-09-2023,05:55:00
Mirugasirisham,07-09-2023,05:55:00,08-09-2023,00:00:00
Mirugasirisham,08-09-2023,00:00:00,08-09-2023,07:39:00
Thiruvathirai,08-09-2023,07:39:00,09-09-2023,09:56:00
Punarpoosam,09-09-2023,09:56:00,10-09-2023,12:36:00
Poosam,10-09-2023,12:36:00,11-09-2023,15:31:00
Ayilyam,11-09-2023,15:31:00,12-09-2023,18:31:00
Magam,12-09-2023,18:31:00,13-09-2023,21:31:00
Pooram,13-09-2023,21:31:00,15-09-2023,00:24:00
Uthiram,15-09-2023,00:24:00,16-09-2023,03:06:00
Hastham,16-09-2023,03:06:00,17-09-2023,05:32:00
Chithirai,17-09-2023,05:32:00,18-09-2023,00:00:00
Chithirai,18-09-2023,00:00:00,18-09-2023,07:38:00
Swathi,18-09-2023,07:38:00,19-09-2023,09:18:00
Visakam,19-09-2023,09:18:00,20-09-2023,10:29:00
Anusham,20-09-2023,10:29:00,21-09-2023,11:05:00
Kettai,21-09-2023,11:05:00,22-09-2023,11:04:00
Moolam,22-09-2023,11:04:00,23-09-2023,10:26:00
Pooradam,23-09-2023,10:26:00,24-09-2023,09:12:00
Uthiradam,24-09-2023,09:12:00,25-09-2023,07:25:00
Thiruvonam,24-09-2023,09:12:00,26-09-2023,05:12:00
Avittam,25-09-2023,07:25:00,27-09-2023,02:40:00
Sathayam,27-09-2023,02:40:00,27-09-2023,23:59:00
Poorattathi,27-09-2023,23:59:00,28-09-2023,21:18:00
Uthirattathi,28-09-2023,21:18:00,29-09-2023,18:48:00
Revathi,29-09-2023,18:48:00,30-09-2023,16:38:00
Aswini,30-09-2023,16:38:00,01-10-2023,14:57:00
Bharani,01-10-2023,14:57:00,02-10-2023,13:54:00
Karthigai,02-10-2023,13:54:00,03-10-2023,13:34:00
Rohini,03-10-2023,13:34:00,04-10-2023,13:59:00
Mirugasirisham,04-10-2023,13:59:00,05-10-2023,15:10:00
Thiruvathirai,05-10-2023,15:10:00,06-10-2023,17:02:00
Punarpoosam,06-10-2023,17:02:00,07-10-2023,19:27:00
Poosam,07-10-2023,19:27:00,08-10-2023,22:15:00
Ayilyam,08-10-2023,22:15:00,10-10-2023,01:15:00
Magam,10-10-2023,01:15:00,11-10-2023,04:15:00
Pooram,11-10-2023,04:15:00,12-10-2023,07:06:00
Uthiram,12-10-2023,07:06:00,13-10-2023,00:00:00
Uthiram,13-10-2023,00:00:00,13-10-2023,09:41:00
Hastham,13-10-2023,09:41:00,14-10-2023,11:54:00
Chithirai,14-10-2023,11:54:00,15-10-2023,13:43:00
Swathi,15-10-2023,13:43:00,16-10-2023,15:05:00
Visakam,16-10-2023,15:05:00,17-10-2023,16:01:00
Anusham,17-10-2023,16:01:00,18-10-2023,16:31:00
Kettai,18-10-2023,16:31:00,19-10-2023,16:34:00
Moolam,19-10-2023,16:34:00,20-10-2023,16:11:00
Pooradam,20-10-2023,16:11:00,21-10-2023,15:24:00
Uthiradam,21-10-2023,15:24:00,22-10-2023,14:14:00
Thiruvonam,22-10-2023,14:14:00,23-10-2023,12:44:00
Avittam,23-10-2023,12:44:00,24-10-2023,10:58:00
Sathayam,24-10-2023,10:58:00,25-10-2023,09:00:00
Poorattathi,24-10-2023,10:58:00,26-10-2023,06:57:00
Uthirattathi,25-10-2023,09:00:00,27-10-2023,04:55:00
Revathi,27-10-2023,04:55:00,28-10-2023,03:01:00
Aswini,28-10-2023,03:01:00,29-10-2023,01:24:00
Bharani,29-10-2023,01:24:00,29-10-2023,23:12:00
Karthigai,29-10-2023,23:12:00,30-10-2023,22:31:00
Rohini,30-10-2023,22:31:00,31-10-2023,22:28:00
Mirugasirisham,31-10-2023,22:28:00,01-11-2023,23:06:00
Thiruvathirai,01-11-2023,23:06:00,03-11-2023,00:27:00
Punarpoosam,03-11-2023,00:27:00,04-11-2023,02:27:00
Poosam,04-11-2023,02:27:00,05-11-2023,04:59:00
Ayilyam,05-11-2023,04:59:00,06-11-2023,00:00:00
Ayilyam,06-11-2023,00:00:00,06-11-2023,07:53:00
Magam,06-11-2023,07:53:00,07-11-2023,10:54:00
Pooram,07-11-2023,10:54:00,08-11-2023,13:49:00
Uthiram,08-11-2023,13:49:00,09-11-2023,16:27:00
Hastham,09-11-2023,16:27:00,10-11-2023,18:38:00
Chithirai,10-11-2023,18:38:00,11-11-2023,20:17:00
Swathi,11-11-2023,20:17:00,12-11-2023,21:21:00
Visakam,12-11-2023,21:21:00,13-11-2023,21:53:00
Anusham,13-11-2023,21:53:00,14-11-2023,21:54:00
Kettai,14-11-2023,21:54:00,15-11-2023,21:31:00
Moolam,15-11-2023,21:31:00,16-11-2023,20:47:00
Pooradam,16-11-2023,20:47:00,17-11-2023,19:47:00
Uthiradam,17-11-2023,19:47:00,18-11-2023,18:37:00
Thiruvonam,18-11-2023,18:37:00,19-11-2023,17:18:00
Avittam,19-11-2023,17:18:00,20-11-2023,15:56:00
Sathayam,20-11-2023,15:56:00,21-11-2023,14:31:00
Poorattathi,21-11-2023,14:31:00,22-11-2023,13:07:00
Uthirattathi,22-11-2023,13:07:00,23-11-2023,11:46:00
Revathi,23-11-2023,11:46:00,24-11-2023,10:31:00
Aswini,24-11-2023,10:31:00,25-11-2023,09:26:00
Bharani,25-11-2023,09:26:00,26-11-2023,08:35:00
Karthigai,26-11-2023,08:35:00,27-11-2023,08:05:00
Rohini,27-11-2023,08:05:00,28-11-2023,08:01:00
Mirugasirisham,28-11-2023,08:01:00,29-11-2023,08:29:00
Thiruvathirai,29-11-2023,08:29:00,30-11-2023,09:31:00
Punarpoosam,30-11-2023,09:31:00,01-12-2023,11:10:00
Poosam,01-12-2023,11:10:00,02-12-2023,13:24:00
Ayilyam,02-12-2023,13:24:00,03-12-2023,16:06:00
Magam,03-12-2023,16:06:00,04-12-2023,19:05:00
Pooram,04-12-2023,19:05:00,05-12-2023,22:08:00
Uthiram,05-12-2023,22:08:00,07-12-2023,00:59:00
Hastham,07-12-2023,00:59:00,08-12-2023,03:24:00
Chithirai,08-12-2023,03:24:00,09-12-2023,05:13:00
Swathi,09-12-2023,05:13:00,10-12-2023,06:20:00
Visakam,10-12-2023,06:20:00,11-12-2023,06:44:00
Anusham,11-12-2023,06:44:00,12-12-2023,06:27:00
Kettai,12-12-2023,06:27:00,13-12-2023,05:35:00
Moolam,13-12-2023,05:35:00,14-12-2023,04:17:00
Pooradam,14-12-2023,04:17:00,15-12-2023,02:40:00
Uthiradam,15-12-2023,02:40:00,16-12-2023,00:54:00
Thiruvonam,16-12-2023,00:54:00,16-12-2023,23:07:00
Avittam,16-12-2023,23:07:00,17-12-2023,21:24:00
Sathayam,17-12-2023,21:24:00,18-12-2023,19:52:00
Poorattathi,18-12-2023,19:52:00,19-12-2023,18:32:00
Uthirattathi,19-12-2023,18:32:00,20-12-2023,17:28:00
Revathi,20-12-2023,17:28:00,21-12-2023,16:39:00
Aswini,21-12-2023,16:39:00,22-12-2023,16:06:00
Bharani,22-12-2023,16:06:00,23-12-2023,15:49:00
Karthigai,23-12-2023,15:49:00,24-12-2023,15:49:00
Rohini,24-12-2023,15:49:00,25-12-2023,16:09:00
Mirugasirisham,25-12-2023,16:09:00,26-12-2023,16:51:00
Thiruvathirai,26-12-2023,16:51:00,27-12-2023,17:59:00
Punarpoosam,27-12-2023,17:59:00,28-12-2023,19:35:00
Poosam,28-12-2023,19:35:00,29-12-2023,21:40:00
Ayilyam,29-12-2023,21:40:00,31-12-2023,00:12:00
Magam,31-12-2023,00:12:00,01-01-2023,03:06:00
Avittam,01-01-0001,00:00:00,06-07-2023,19:55:00
Sathayam,06-07-2023,19:55:00,07-07-2023,17:46:00
Avittam,01-01-0001,00:00:00,06-07-2023,19:55:00
Sathayam,06-07-2023,19:55:00,07-07-2023,17:46:00
Poorattathi,07-07-2023,17:46:00,08-07-2023,16:06:00
Uthirattathi,08-07-2023,16:06:00,09-07-2023,14:59:00
Revathi,09-07-2023,14:59:00,10-07-2023,14:29:00
Aswini,10-07-2023,14:29:00,11-07-2023,14:34:00
Bharani,11-07-2023,14:34:00,12-07-2023,15:13:00
